Customer ID,Loan Sanction Amount (USD)
C-18658,39365.52376
C-24253,10728.26475
C-3097,85803.53806
C-40966,19900.41471
C-32512,69864.55561
C-3983,39984.12591
C-15442,8361.436427
C-33625,36589.40549
C-4560,99418.94859
C-5330,90309.42513
C-38970,66040.33494
C-19394,49608.90377
C-40546,25521.25578
C-16237,43438.64675
C-23401,130325.0032
C-633,33278.24553
C-33502,20292.19908
C-29793,139818.1914
C-3142,66338.51521
C-41241,66088.34013
C-19800,25620.58126
C-48557,104953.737
C-3780,3799.082985
C-44356,89979.5789
C-44327,3769.813612
C-36874,149935.1468
C-23093,25016.38072
C-20166,43456.04542
C-32981,49332.52485
C-36672,4345.051488
C-44236,55391.11215
C-20358,16632.4927
C-41614,28432.65727
C-35865,81150.94269
C-12048,10959.53801
C-20861,26209.31768
C-19215,20504.05887
C-39255,42407.13051
C-6024,53687.59597
C-45645,4656.480179
C-10205,148785.1782
C-32970,92814.58441
C-21834,78495.52702
C-37152,51680.48751
C-43635,34957.53435
C-19059,95926.52366
C-14522,87158.23505
C-7150,7792.98381
C-10234,-5670.152823
C-43828,119410.9632
C-11894,4097.953098
C-49682,52051.2582
C-15139,35876.84905
C-10884,98952.17525
C-2340,36838.22831
C-17963,14158.86512
C-45916,11646.54974
C-2956,32841.3948
C-4676,32595.43564
C-26014,59401.16045
C-34338,52693.62895
C-1554,76445.27139
C-13952,54927.89047
C-38578,36013.05281
C-31061,87772.86281
C-23993,27564.60348
C-21961,48193.88823
C-25140,62618.89411
C-11746,105651.471
C-45,22008.46495
C-4815,190722.6864
C-35481,65471.9121
C-3116,29955.6107
C-33453,6759.561075
C-11046,17285.38625
C-25045,80028.93979
C-30316,47408.1179
C-11489,99420.39509
C-45852,15023.66506
C-15205,36853.5713
C-34257,60171.68477
C-19023,61766.58016
C-22591,40922.95225
C-30485,76035.60102
C-40551,37472.31296
C-14271,66721.78964
C-45599,80435.72473
C-26741,59787.63487
C-9401,33851.55289
C-9651,69332.3193
C-25661,10382.93832
C-39737,90959.65855
C-27791,25946.93486
C-38997,16816.36019
C-33155,103058.5612
C-37158,97383.29134
C-48771,53066.13494
C-7775,9242.171853
C-7819,12671.4288
C-1228,23658.42319
C-4975,40357.8845
C-17515,4988.644564
C-27456,58309.94595
C-9583,20365.29178
C-46862,37936.66899
C-48385,89320.8673
C-48390,57698.31057
C-11426,22360.50506
C-48946,99718.5637
C-9460,40399.95145
C-43485,27299.4711
C-9876,95011.50132
C-47813,145041.3088
C-3626,29998.36309
C-42105,43439.4493
C-29233,83008.66927
C-28572,101998.0738
C-659,31231.46417
C-12398,74672.27055
C-48268,66346.15555
C-26068,70697.701
C-26528,47931.60699
C-8289,42888.91872
C-9318,52081.19252
C-8296,24479.95556
C-21791,37170.61154
C-17812,47585.69528
C-41047,60052.84062
C-3883,-11668.86635
C-49610,16060.86733
C-11569,133576.8221
C-19158,22539.978
C-40468,26563.32139
C-29706,69558.43564
C-17411,108486.7114
C-20278,20379.71623
C-20054,6473.358307
C-156,31052.30436
C-48633,63894.05005
C-37033,56514.47789
C-11708,20017.93737
C-45240,8298.69488
C-48947,90005.69121
C-24983,49344.58619
C-553,37029.27088
C-21845,78857.48405
C-42517,6858.651119
C-40487,15418.37472
C-42998,21010.58021
C-22685,39886.40718
C-49530,60747.893
C-32673,66404.86581
C-16828,20553.30395
C-10482,135899.8442
C-48516,41457.61865
C-15183,26678.24631
C-17446,19166.56898
C-1854,11184.84135
C-23423,13996.44993
C-3733,95383.00276
C-44436,17003.83765
C-9716,79488.69934
C-8326,15817.53096
C-45014,33198.73451
C-12940,1149.838914
C-19670,17514.39483
C-1785,17510.56853
C-31506,48572.19179
C-835,30144.58865
C-15366,34703.11804
C-3760,30222.44164
C-46957,13749.49928
C-12072,3637.475144
C-13413,17348.68954
C-19284,14333.76729
C-26627,173950.106
C-1615,34053.92413
C-33528,14549.68073
C-22973,59344.58982
C-33129,114048.3671
C-22036,19900.25445
C-46068,819.22343
C-8409,75895.69524
C-48794,84153.69254
C-42050,90210.30923
C-30741,51765.73089
C-38184,9034.160354
C-27822,3423.121792
C-14343,34278.58985
C-13899,127174.7879
C-24795,43972.33513
C-37005,9420.943487
C-3909,5168.146386
C-876,80988.57384
C-26819,17627.34428
C-26856,34532.79153
C-40578,79454.39464
C-3143,148081.7951
C-609,79919.30733
C-18244,18215.16643
C-9988,5290.975474
C-15739,36642.60654
C-14532,21670.24236
C-37824,13815.06609
C-6214,22117.02754
C-46648,2949.696885
C-33716,37791.79211
C-38625,39719.5322
C-26176,50342.13134
C-1462,73951.43909
C-6348,21135.93208
C-10057,62465.98503
C-17188,60015.35261
C-35499,26018.5107
C-5236,61281.10043
C-2235,16396.42145
C-24643,140264.7384
C-26355,13760.89145
C-20331,63858.04029
C-27065,75635.20239
C-7174,8.965150694
C-25226,21158.92908
C-27811,34529.7193
C-37357,23328.77747
C-23146,53424.79612
C-14511,80937.9209
C-45733,17168.27075
C-2788,87136.70432
C-23699,131121.565
C-15229,32415.43785
C-21262,102096.7296
C-35787,15702.59489
C-16786,12529.583
C-1609,25632.36453
C-45919,48977.15651
C-40793,67082.83736
C-1768,14213.76764
C-25497,36012.66559
C-4014,25998.77381
C-26901,143409.2788
C-12928,49420.66078
C-25423,21550.78523
C-24563,14474.82665
C-17449,19686.55154
C-23304,34356.31062
C-13956,42064.49349
C-23103,93854.84696
C-15709,93784.91439
C-5044,10067.43511
C-7462,45093.35431
C-4774,10646.05777
C-10818,31697.62306
C-2642,25876.13617
C-11734,6484.707903
C-31677,84373.32867
C-40024,89129.49576
C-38399,44133.26231
C-6929,41901.28111
C-33626,11657.93452
C-510,2435.562979
C-27848,44043.7713
C-14452,67417.3218
C-45380,118352.3435
C-44769,77358.96664
C-14121,29888.1168
C-24120,92618.02477
C-18481,101178.057
C-14119,121295.1565
C-15069,99039.47184
C-49217,9764.373027
C-45792,6623.970103
C-7396,94952.82877
C-12020,21044.03482
C-12967,20717.57923
C-12179,33095.233
C-44636,77731.55939
C-44662,92341.92865
C-4754,11168.23291
C-22562,47746.27427
C-13584,2859.521578
C-36926,14694.22849
C-43824,20425.23348
C-43880,73701.54797
C-25540,41768.20761
C-21245,47409.6652
C-21317,16797.18518
C-14879,34595.68273
C-39842,56327.16492
C-31122,39329.59398
C-16760,37514.69802
C-33697,94793.92463
C-16429,48359.84297
C-48440,154951.8013
C-35604,91433.9778
C-1144,68602.35589
C-49713,82737.99893
C-29490,42677.77615
C-36158,42681.62266
C-9813,18557.2398
C-9595,17504.55243
C-3328,31710.82049
C-31864,148115.0083
C-11409,46731.14232
C-18414,48751.99458
C-37415,16947.70713
C-17615,101843.2339
C-37761,79468.75518
C-10795,34511.7827
C-33521,11629.23901
C-14643,72956.95823
C-15457,15150.94631
C-2688,58306.69226
C-38293,89569.29879
C-23708,82881.80415
C-2089,63777.94312
C-36852,1796.281268
C-4819,58003.14087
C-7452,82416.91311
C-32749,91301.86899
C-18393,46845.26733
C-22070,67694.38304
C-12652,27112.293
C-48470,75798.21591
C-7929,3515.873457
C-38911,62342.43606
C-13815,87757.44514
C-33189,50878.87013
C-17296,22590.68154
C-30931,11225.189
C-7244,45673.32525
C-48498,50247.12768
C-31629,10026.62901
C-825,36183.76607
C-46832,21506.25429
C-49779,133157.7113
C-20528,156025.6284
C-3239,28673.08371
C-34070,13449.68395
C-10281,39711.702
C-16683,12887.76805
C-5255,38425.0329
C-46252,33292.65694
C-17695,85482.3851
C-48663,54344.90368
C-15332,23905.29314
C-41015,61013.62513
C-49112,15986.98155
C-12116,82795.45708
C-42427,18532.77767
C-11397,15108.83899
C-35950,39940.54623
C-15443,134705.7114
C-33016,123144.2639
C-2279,55565.69085
C-25345,35316.99978
C-12008,11045.39331
C-15500,22570.37847
C-22952,7811.970779
C-38842,45131.69015
C-22972,110349.1616
C-3297,60481.58695
C-4339,39953.54851
C-16182,113764.7217
C-41903,94545.58508
C-32193,78100.35088
C-27767,14419.11861
C-7638,19049.89287
C-3205,43147.39313
C-13025,64293.73131
C-26304,77116.92652
C-17944,96173.10264
C-11888,86068.3913
C-20396,77893.50152
C-35187,44257.00039
C-2029,83952.5724
C-43484,11588.28595
C-43851,23778.80498
C-929,39517.38736
C-30502,16095.80761
C-34752,51287.97716
C-21430,53080.76041
C-41521,30871.87942
C-48124,43572.91341
C-49508,6397.223328
C-22577,27912.05771
C-32491,112896.9036
C-15771,52038.79138
C-28074,41304.83503
C-12383,14629.3649
C-1427,22885.07923
C-30389,72510.26558
C-12637,15742.07908
C-11498,87785.06065
C-17157,69720.61007
C-19914,63155.53652
C-20704,39682.98138
C-12763,36826.13478
C-39264,35167.69917
C-10734,20162.94775
C-30428,23393.71211
C-2904,73207.01785
C-44945,48924.67825
C-15169,143891.6147
C-49349,37472.81889
C-4727,30098.25216
C-40352,84566.72693
C-23264,57878.72787
C-30859,15945.04393
C-19561,18111.30696
C-48131,38190.77154
C-12665,35231.71704
C-6218,89302.25597
C-29789,30391.75696
C-40455,4745.800358
C-4733,54412.5321
C-9005,9776.108639
C-13448,33456.02893
C-29854,17046.68392
C-46308,28821.90104
C-25871,8863.44391
C-35920,38776.35443
C-47400,10488.01168
C-48555,27929.31776
C-20212,23401.93389
C-40371,40982.64131
C-45424,8676.664868
C-15779,7848.79215
C-12702,50047.01153
C-20660,74523.29976
C-10168,5671.118613
C-17122,44744.77186
C-10455,35772.5108
C-15634,49902.59333
C-49360,77689.33409
C-45640,84347.46603
C-13308,166654.2016
C-3298,7716.630908
C-44630,72788.00862
C-12879,19145.02379
C-23365,10272.73479
C-27525,131582.6905
C-9975,28608.48761
C-34342,48845.40851
C-47751,14998.14576
C-26879,12378.44582
C-38483,22154.14056
C-36518,43365.48752
C-34134,137603.3427
C-36138,65380.33444
C-39891,81452.21863
C-26973,106576.9814
C-29353,62918.72142
C-2786,64581.13178
C-38068,46385.84453
C-8110,31611.45226
C-14388,89738.76271
C-29065,116366.4839
C-36540,116523.5028
C-20188,9067.77357
C-37752,33068.33423
C-22606,54751.74703
C-6055,108315.9584
C-39935,11178.71168
C-25521,58866.65602
C-28918,34348.40714
C-917,32873.81633
C-28373,79638.48003
C-17067,8768.457087
C-15755,10099.67665
C-18334,15353.58407
C-39746,6523.08823
C-26095,26879.75849
C-31934,85896.15701
C-29203,9633.051145
C-4442,65877.5737
C-43285,33797.33682
C-8080,77450.48108
C-8074,56458.55042
C-9064,15257.18345
C-28661,20233.7216
C-33298,47231.00248
C-3682,81565.78208
C-24047,67323.47549
C-27828,79344.7016
C-25227,7151.434725
C-43134,29630.62316
C-6135,72381.66316
C-42919,39915.43762
C-28495,16222.99906
C-34022,126039.4779
C-7993,97249.72378
C-37825,177233.7307
C-15473,52635.32539
C-22118,40852.10445
C-9018,109303.7902
C-10947,13611.63681
C-30373,16064.7028
C-27433,11537.54422
C-19044,100928.5852
C-48226,7889.933492
C-48229,6188.22919
C-9934,25031.59938
C-36360,93852.67319
C-21150,117558.7533
C-30376,16011.06076
C-20223,38088.28824
C-37649,44049.4266
C-9175,65262.21683
C-47832,98335.8278
C-46503,41206.40437
C-38923,31655.25252
C-2332,132692.4848
C-21329,101520.5722
C-45831,24731.86141
C-33757,17767.76739
C-40227,48888.54362
C-757,25510.35264
C-46217,28044.42677
C-29101,76176.60215
C-26629,34255.95124
C-20520,30150.93858
C-28928,20256.89602
C-3850,64231.98717
C-38692,51162.92772
C-18090,46146.79778
C-5861,43344.32442
C-41044,103297.5625
C-29154,22600.83535
C-49914,83876.26576
C-10031,72539.62251
C-8962,34154.00859
C-48004,58831.67276
C-26745,58371.87744
C-19302,63042.54592
C-40970,100460.98
C-16415,11024.92234
C-47555,21040.3985
C-2770,92169.73755
C-3021,83002.04817
C-6303,20868.45593
C-13721,10783.51167
C-30124,16940.91582
C-32833,97269.18922
C-36042,39023.86554
C-28242,16426.22585
C-14843,36961.26613
C-28593,117835.43
C-5638,7589.400499
C-219,-1424.604439
C-42017,12922.38272
C-26701,119304.7915
C-36284,47003.64033
C-36086,26361.12519
C-31609,21503.73252
C-38393,70291.58516
C-42347,22910.1085
C-41416,20548.8405
C-27243,7735.860702
C-41644,11799.26971
C-15903,38934.08145
C-41518,18171.88424
C-41696,38468.57722
C-12046,49535.24088
C-37129,12065.37306
C-37098,17072.39441
C-23538,51781.12659
C-35101,64673.51898
C-28860,55691.97492
C-16964,25169.11844
C-2871,61689.89003
C-18796,51847.12133
C-26265,75586.75338
C-8954,74642.95276
C-45868,46417.78476
C-39051,6818.349599
C-25902,56022.79717
C-134,96373.79214
C-11823,46256.77663
C-8666,76320.72878
C-34926,41876.17397
C-14581,50700.75297
C-6807,11346.22608
C-26371,57819.7658
C-44134,5253.510469
C-43149,59074.41944
C-21260,34878.37193
C-1117,46835.42204
C-49588,30163.98728
C-12452,23670.90187
C-23553,24962.99379
C-13875,42720.46134
C-36211,13225.24467
C-13377,4881.639254
C-37925,32966.59037
C-11159,7573.122728
C-44097,8086.133467
C-42023,32849.64535
C-49822,60374.26753
C-33922,72405.08184
C-18707,120627.3666
C-11147,17570.96903
C-4465,18309.45423
C-1577,51873.12901
C-11960,71059.3034
C-7182,52086.1716
C-40091,62605.7684
C-21054,86742.83392
C-25822,60849.44833
C-15143,6231.512421
C-1945,21691.13364
C-40511,122344.8172
C-4356,28764.68507
C-2078,40474.05421
C-25636,16416.25472
C-16947,30730.19654
C-15731,144329.6295
C-28967,79682.95172
C-2063,41973.65085
C-2334,32063.89871
C-28442,170581.0777
C-27047,105053.7997
C-9601,11192.83041
C-957,54928.27571
C-38487,71344.12726
C-11793,89740.83585
C-2787,8474.426384
C-48278,14864.66735
C-21877,86525.95622
C-37625,71440.09865
C-11691,7549.320567
C-14816,38135.52905
C-36584,89062.52042
C-5126,44512.45595
C-33687,27725.59449
C-38064,19313.90353
C-24374,43334.59
C-23749,94669.57175
C-7942,14169.176
C-16655,53633.12681
C-37317,20938.89438
C-37469,15162.714
C-12922,50155.28493
C-24161,5416.675995
C-36221,100655.6276
C-35240,12008.09775
C-33092,42451.46368
C-43860,65192.7948
C-26221,16341.66948
C-36834,8431.453427
C-24577,14383.68609
C-20266,2587.827469
C-48568,13930.84311
C-15346,84364.34273
C-13668,50603.70911
C-28574,20296.47151
C-28643,45517.18346
C-1839,16384.91477
C-2105,110542.391
C-35783,12824.01952
C-14594,35662.11009
C-25986,30296.36364
C-40128,68191.31455
C-4170,38554.58431
C-19643,10784.85012
C-4735,34084.20337
C-47903,21220.69449
C-49819,63481.30476
C-643,47989.03971
C-44320,30654.82495
C-32102,21874.57416
C-18804,16839.68054
C-18395,38744.48504
C-32277,30407.24544
C-30331,51795.73701
C-45179,32478.12823
C-6450,39429.63573
C-11223,40782.34235
C-3399,95833.4394
C-42791,22287.9946
C-41709,22113.10701
C-7424,38280.14965
C-42723,12428.7991
C-25196,115225.697
C-43583,118618.4272
C-19272,24001.44466
C-40990,158087.621
C-556,65046.42848
C-3002,16199.05033
C-2649,37690.12964
C-35775,20345.4474
C-13798,38332.35567
C-33316,104074.8046
C-48275,16227.70869
C-37613,92994.53103
C-23035,118374.3329
C-3310,-9142.500893
C-17525,104423.1104
C-4839,3479.411372
C-15861,95719.64955
C-32745,13437.76415
C-41651,51244.72671
C-10419,12987.40721
C-5691,90109.53183
C-4237,67449.30573
C-7943,23340.49811
C-48186,106158.9259
C-47124,29911.50956
C-44247,73055.54545
C-29184,35330.83841
C-27106,11305.4106
C-1804,15855.08088
C-47120,38040.11958
C-45106,16844.22872
C-21304,2682.381313
C-44339,49235.03269
C-37349,46914.38532
C-31321,26381.40147
C-47919,54978.46667
C-4317,21447.37824
C-6670,28594.51867
C-9367,92164.69324
C-25510,74488.43178
C-40096,67783.13635
C-10669,36899.53178
C-5319,101436.1148
C-4318,18697.6301
C-19339,38639.4917
C-31777,53535.22023
C-29966,91296.42075
C-26994,53646.23965
C-3929,21813.92461
C-15794,112034.0714
C-18548,2314.031062
C-4751,53289.35126
C-17504,68005.40604
C-45118,110150.8697
C-49690,52754.60126
C-19852,76524.46088
C-22045,139806.1193
C-42941,24728.5414
C-33509,12436.92536
C-14837,25212.87835
C-45486,4855.274337
C-8808,31290.03544
C-14376,35111.66786
C-1068,57410.52949
C-8294,16841.14859
C-40272,59645.05755
C-48657,84611.70459
C-37512,90587.35091
C-32969,83502.72776
C-48333,41657.24646
C-13263,28145.03465
C-8777,60653.79223
C-8019,68034.06479
C-43155,86268.22361
C-10537,36883.48607
C-35837,33145.78746
C-15291,62394.74356
C-49185,52162.46263
C-17483,56310.72993
C-1244,40473.24078
C-32938,14211.87666
C-43632,25464.82145
C-793,23524.48345
C-40262,17409.88161
C-7725,60152.98682
C-43053,40307.40468
C-5757,34926.08739
C-32537,17819.82568
C-22896,59031.92492
C-950,77083.93268
C-26409,76642.27779
C-7296,26437.61011
C-32521,140744.4768
C-16695,67996.00256
C-10274,20261.0126
C-1840,35208.41704
C-45431,72358.43711
C-25697,69162.08609
C-19725,16037.42667
C-27954,9604.509918
C-26657,25524.94155
C-30914,27937.92491
C-26825,48025.12089
C-2899,16828.39693
C-31682,52050.44956
C-13811,34698.45154
C-4337,26189.04333
C-6379,83152.8924
C-17308,21609.74477
C-47992,28978.75832
C-2169,34417.08458
C-33454,79217.44121
C-5799,11029.43257
C-6103,53001.48713
C-49435,29814.63646
C-41131,17703.19767
C-18937,67464.95607
C-38889,8851.383056
C-47539,24941.73744
C-1026,69530.7843
C-24071,19343.68435
C-27694,118818.5838
C-31518,18811.13187
C-34635,40033.51897
C-31358,83059.26367
C-9956,117208.9707
C-45804,89869.31614
C-20655,17206.75191
C-9343,83301.55283
C-19125,70427.94081
C-19181,23112.87514
C-7674,71839.19735
C-41130,81642.83295
C-18677,38653.51363
C-13630,18265.83829
C-37626,86766.04473
C-27892,25137.48945
C-42564,36851.84918
C-23353,19859.23877
C-18866,41995.3654
C-32130,20713.96399
C-24545,75408.16934
C-48034,32801.60103
C-11371,100038.9137
C-1645,32571.65596
C-35327,19837.86885
C-26012,49607.01887
C-15222,30198.78223
C-49265,13067.76176
C-11487,39396.65664
C-14689,112894.1189
C-47385,40524.37761
C-45749,47925.5957
C-18325,109399.6616
C-12000,20954.67251
C-18372,50045.40256
C-42579,43318.3541
C-4546,64066.27156
C-22795,29334.19854
C-7976,28919.06087
C-8646,31285.6215
C-5589,51111.38506
C-49897,21357.63623
C-15409,48140.21522
C-23080,74245.28311
C-22520,191321.7553
C-12465,35641.86764
C-28253,43173.64159
C-1851,35901.86812
C-10540,24947.01715
C-30297,146827.6652
C-24845,10187.83902
C-33370,8970.852381
C-48643,47570.98546
C-30564,24696.64616
C-2277,51810.18922
C-47596,78493.99502
C-30119,70867.14317
C-33415,33973.57887
C-41944,72011.88624
C-17911,89764.92993
C-40171,28722.92495
C-38832,20303.8964
C-19252,12991.59251
C-45276,5769.948219
C-39142,134498.9919
C-4404,139396.1713
C-16907,25096.33542
C-47861,43440.53102
C-38533,88447.61954
C-36508,17438.10323
C-20766,63008.51168
C-8190,72915.9692
C-34128,111563.9361
C-11776,80828.86396
C-34191,30937.8178
C-40720,85097.62345
C-2874,84322.52185
C-11566,24990.27239
C-8804,31147.95109
C-15775,10153.21991
C-23624,46856.68194
C-12756,73654.97424
C-22101,29308.05468
C-40643,84094.9424
C-2969,134943.9231
C-2646,47114.36731
C-10410,16358.79973
C-23870,64170.25713
C-19796,51714.49117
C-45959,12596.37775
C-28912,95229.43124
C-7781,18535.6188
C-35891,46879.07502
C-22959,22495.0835
C-9059,78513.01246
C-28690,104368.0254
C-8606,68533.02596
C-24885,7749.14768
C-18964,145681.0316
C-43143,10724.6789
C-8785,30589.87078
C-22205,31581.05519
C-40859,26347.42006
C-8249,47514.64402
C-25517,44856.12457
C-49350,85437.3311
C-23909,133711.0866
C-22258,30095.02927
C-29979,13814.53425
C-23277,27423.10079
C-42727,94507.798
C-5619,36099.37386
C-13371,119635.7624
C-26182,32256.58382
C-7737,17375.21643
C-34606,72225.53527
C-28332,13058.64301
C-5703,18515.45931
C-44358,64869.17393
C-37073,9480.3066
C-17027,44921.77591
C-10833,71291.03059
C-25907,39697.43148
C-5601,35280.21061
C-20627,3581.864231
C-47524,11619.33606
C-10257,28119.79799
C-9091,77305.5214
C-6416,26833.46837
C-14034,12997.0741
C-23121,20672.3035
C-46156,92082.31034
C-37048,10160.91506
C-29188,26366.13213
C-19005,39071.90524
C-6750,30264.8838
C-12407,94368.39903
C-28428,61726.85891
C-35523,37316.88977
C-5669,40250.95943
C-27850,88193.68828
C-44867,12888.6389
C-49810,55187.84192
C-30087,111096.9627
C-12817,23105.79011
C-31155,35054.16785
C-9440,28560.83543
C-10887,12023.51992
C-21696,38979.16931
C-9756,75349.7276
C-36872,39755.84234
C-4901,46349.66699
C-8032,34352.44018
C-43178,32577.26257
C-956,59542.5051
C-28856,73432.63168
C-24279,11000.61246
C-49774,6345.156877
C-28563,204533.4248
C-1947,8065.667023
C-14589,89849.4963
C-45509,54492.78938
C-45326,31183.88246
C-10770,10159.35557
C-25174,120844.2544
C-49724,64875.88325
C-6277,16490.85455
C-19056,34801.19504
C-19079,84702.22962
C-9822,22184.48223
C-30985,19778.20191
C-34352,37932.1249
C-41464,49611.30968
C-32790,11450.93261
C-25608,115531.2944
C-26035,88744.76448
C-31139,19164.89713
C-25068,14024.99218
C-6889,18430.14297
C-5926,11885.22
C-33355,61780.59282
C-4824,40207.44835
C-43923,65686.15075
C-10011,126339.752
C-9131,77883.37404
C-40496,131700.1395
C-44931,17694.33891
C-5510,65875.91038
C-5068,20237.35031
C-19839,37174.58816
C-43344,55123.29958
C-18586,15143.09978
C-20176,7201.02198
C-2193,53871.93425
C-2234,48017.45623
C-24524,9428.694945
C-28202,50126.02685
C-40860,31109.17786
C-34366,59921.79622
C-40789,46363.21212
C-11783,40378.6444
C-47774,22212.7343
C-27016,19315.47675
C-28092,29597.57676
C-13660,121395.7621
C-15494,15286.31134
C-9300,51851.64702
C-41758,44839.32989
C-39820,44494.17162
C-4140,17607.11319
C-9368,7995.546853
C-38967,18882.55561
C-24343,163114.6346
C-42519,50137.4536
C-42543,103437.9915
C-17374,76757.56935
C-47526,14771.87458
C-7366,4711.404985
C-21139,40454.98437
C-34509,1439.827524
C-36289,15114.77248
C-14866,91010.78186
C-12603,67343.94523
C-17925,45432.92553
C-21683,34601.52358
C-18130,19126.69394
C-12431,82124.89629
C-1731,28460.14622
C-41661,88483.26582
C-23682,33099.36862
C-18553,134016.673
C-12819,30193.73421
C-38153,26485.62625
C-48354,66519.67926
C-43544,46227.26603
C-41958,22165.31325
C-7172,33199.25889
C-44514,92395.06406
C-2861,38919.04284
C-36311,12357.33933
C-49678,51662.64926
C-19160,45503.7183
C-4643,531.387529
C-17333,16421.468
C-2749,8678.037465
C-40599,68652.34302
C-42806,14650.93432
C-47653,32363.97667
C-8051,55975.64612
C-4573,33904.53518
C-6474,76257.37192
C-38169,39936.69821
C-8227,17042.15681
C-32926,13502.41012
C-1276,33863.75755
C-15430,258.2484642
C-26540,58308.7727
C-26874,77101.94521
C-21766,74172.45116
C-24059,67833.56298
C-32895,56299.41895
C-10622,149761.7983
C-6128,515.2819672
C-8732,83667.57265
C-12924,7464.697345
C-39062,61672.93666
C-15493,91066.14558
C-11443,84524.33352
C-47701,28171.04666
C-42902,115732.594
C-31961,19255.80434
C-11170,37875.68661
C-13078,21099.26049
C-43234,49469.4347
C-11375,11316.06836
C-26575,81808.26105
C-38445,5836.413138
C-49913,31698.1659
C-17373,26623.9718
C-15388,63800.60754
C-21287,58634.41182
C-10027,29468.61828
C-185,45008.77934
C-38301,19855.28043
C-43509,44093.14867
C-36077,34007.40855
C-14304,21819.49861
C-41605,57131.51996
C-48684,85714.57065
C-49866,55490.5722
C-29683,206009.6711
C-32060,70232.93876
C-8665,35341.07733
C-40854,42049.07324
C-16097,19397.35164
C-3049,31019.38843
C-3430,18276.00138
C-16492,58517.48032
C-34038,54110.16146
C-15450,14002.56122
C-6734,-2534.238274
C-24506,8467.608
C-22083,9165.09354
C-16135,5813.053899
C-29857,11200.33853
C-46035,116815.0874
C-43969,14067.58712
C-30727,43832.91333
C-28707,38529.44729
C-17325,89386.71157
C-4740,32325.5319
C-26392,36152.4684
C-49506,20567.05479
C-23097,21328.47957
C-7838,41796.63163
C-25807,191209.6254
C-22758,108804.1933
C-13594,87174.21191
C-28068,97496.61212
C-5760,54977.21861
C-15152,5894.045518
C-8257,22280.30627
C-43363,79477.6782
C-3285,62350.07533
C-11221,49866.09594
C-12768,33178.55537
C-40230,40865.62108
C-5599,41172.90432
C-34877,34473.45972
C-18119,106770.3381
C-44042,19212.31395
C-13296,14653.13503
C-37969,21893.32035
C-47828,23825.39215
C-21923,28264.68683
C-8736,35765.17922
C-37732,30602.55159
C-21954,47185.49114
C-27278,53857.48675
C-16100,90907.04789
C-13919,68187.09178
C-5303,25054.76265
C-34004,38331.21529
C-29068,33979.13063
C-30763,70124.69336
C-6292,28229.31078
C-19645,156103.7645
C-14478,15754.97182
C-1145,-7290.183313
C-11827,73905.36878
C-49892,16961.19426
C-1262,45999.32884
C-3566,21608.94162
C-48842,113859.908
C-16262,54838.63418
C-22259,15089.811
C-48704,5254.710728
C-27910,37938.06844
C-15813,32654.25673
C-36823,58814.88772
C-2714,10148.82162
C-32449,14842.15869
C-36325,12525.68525
C-10517,29796.11279
C-16842,52776.17047
C-7020,31582.33299
C-11728,66399.54795
C-38121,63139.25876
C-4373,7322.420745
C-7239,37668.13951
C-40440,46545.68145
C-2692,47870.06839
C-4216,97814.06764
C-32562,24120.64133
C-33255,64516.00055
C-36244,36441.45214
C-32394,99611.61602
C-18718,3389.003636
C-48672,24384.60337
C-1301,92086.83208
C-43299,63867.86087
C-44393,54341.7789
C-43542,48553.23249
C-26080,20523.15787
C-44294,21891.74033
C-28896,82742.09774
C-23704,52516.07622
C-26651,106043.7054
C-5023,25026.55049
C-46806,12914.52658
C-12259,54291.28838
C-44882,65656.32139
C-3182,52631.89296
C-24831,19221.50702
C-49547,29497.04374
C-20713,72585.37515
C-9238,10499.44965
C-30031,36161.92391
C-33242,40356.65982
C-42589,43718.23838
C-22919,34839.32026
C-31875,32474.90829
C-40492,64837.80557
C-33275,36454.58628
C-45764,71908.72253
C-37517,76175.40318
C-44296,58150.34449
C-31148,36587.20679
C-29114,39699.63798
C-1313,40311.04516
C-25568,75102.94373
C-21426,46241.93034
C-14140,47288.4249
C-20886,21163.49954
C-33302,11633.35787
C-8948,83180.3774
C-30367,17314.47888
C-46914,18695.58069
C-22704,29304.42095
C-23569,75418.52192
C-42215,36391.56554
C-8893,23131.88789
C-15256,49909.3936
C-46181,27094.51905
C-48838,41953.14048
C-20323,35331.21269
C-2569,71028.29658
C-35745,4592.022281
C-9173,14950.37789
C-14390,20701.50433
C-41887,35476.80842
C-23863,5009.730959
C-2583,35821.14749
C-4829,29679.46172
C-20849,33208.98741
C-22047,9991.48508
C-45403,73193.69152
C-46121,87777.73973
C-41247,16727.93087
C-9252,22273.5989
C-31235,23163.96502
C-15462,53618.31868
C-19954,17622.17701
C-41716,10342.44011
C-3259,46106.35244
C-34031,15626.74332
C-28374,25366.91959
C-8758,69600.98657
C-34000,22302.08243
C-25084,8159.483735
C-48041,29429.19579
C-1953,68995.98975
C-9848,39147.40424
C-12698,39416.80141
C-23113,18686.06852
C-42107,22048.40012
C-19462,19529.92195
C-13984,49197.58897
C-19569,32021.15072
C-41503,14106.39879
C-40118,8219.736302
C-20199,30514.85819
C-39106,92178.76257
C-10999,19521.5281
C-26109,72987.20361
C-48139,135491.7261
C-30127,21951.67817
C-29067,76397.84389
C-31918,34804.15384
C-48942,39096.39306
C-40385,24481.65141
C-8716,35718.78611
